CODIGO|DESCRICAO|DT_INI|DT_FIM|TIPO|COD_SUP|NIVEL|NATUREZA|UTILIZACAO
46180001|OBRIGACOES POR AQUISICAO DE TITULOS FEDERAIS|01031990|01071991|A|46100005|5||S
46185006|OBRIG POR INSUFIC NO RECOLHIMENTO-LEI 8.024/90|01031990|01061995|A|46100005|5||S
46190008|BANCO CENTRAL - SALDOS CREDORES EM RESERVAS|01031990|01061996|A|46100005|5||S
46195003|(-) DESPESAS APROP DE EMPREST NO PAIS-INSTIT OFIC|01061988|01071991|A|46100005|5||S
46110105|EMPRESTIMO DE LIQUIDEZ|01061988|01121989|A|46110002|6||S
46110208|EMPRESTIMOS ESPECIAL|01061988|01101989|A|46110002|6||S
46110301|PROGRAMAS ESPECIAIS|01061988|01121989|A|46110002|6||S
46110992|OUTRAS OPERACOES|01061988|01121989|A|46110002|6||S
46130109|BANCO CENTRAL - AREA BANCARIA|01061988|01121988|A|46130006|6||S
46130202|TESOURO NACIONAL - AREA RURAL E INDUSTRIAL|01061988|01111991|A|46130006|6||S
46130305|RECURSOS DO SFH|01061988|01061996|A|46130006|6||S
46170107|FINANCIAMENTO A EXPORTA AO|01011992|01032009|A|46170004|6||S
46170200|BIRD - PROEXPORT|01011992||A|46170004|6|02|S
46170303|DESCONTO DE CAMBIAIS - CCR|01011992||A|46170004|6|02|S
46210005|OBRIGACOES POR EMPRESTIMOS NO PAIS|01061988|01071991|S|46200008|5||S
46230009|REFINANCIAMENTOS DE OPERACOES DE ARRENDAMENTO|01061988|01061996|A|46200008|5||S
46295006|(-) DESPESAS APROP EMPREST NO PAIS - OUTRAS INSTIT|01061988|01111990|A|46200008|5||S
46210108|EM MOEDA NACIONAL|01061988|01071991|A|46210005|6||S
46210201|EM MOEDA ESTRANGEIRA|01061988|01071991|A|46210005|6||S
46310008|OBRIGACOES EM MOEDAS ESTRANGEIRAS|01061988|01121989|S|46300001|5||S
46320005|OBRIGACOES EM MOEDAS ESTRANGEIRAS TAXAS FLUTUANTES|01011992|01101992|S|46300001|5||S
46330002|OBRIGACOES POR EMPRESTIMOS NO EXTERIOR|01061988|01071991|A|46300001|5||S
46350006|OBRIGACOES POR SUBARRENDAMENTOS NO EXTERIOR|01061988||S|46300001|5|02|S
46395009|(-) DESPESAS A APROPRIAR DE EMPREST NO EXTERIOR|01061988|01071991|A|46300001|5||S
46310101|ACEITES BANCARIOS VINCULADOS A EXPORTACAO|01061988|01121991|A|46310008|6||S
46310132|EXPORTACAO, ATE 360 DIAS|01011992|01101992|A|46310008|6||S
46310204|LETRAS DE EXPORTACAO DESCONTADAS|01061988|01121991|A|46310008|6||S
46310235|EXPORTACAO, ACIMA DE 360 DIAS|01011992|01022005|A|46310008|6||S
46310307|FINANCIAMENTOS A EXPORTACAO, ATE 360 DIAS|01061988|01121991|A|46310008|6||S
46310338|IMPORTACAO, ATE 360 DIAS|01011992|01101992|A|46310008|6||S
46310400|FINANCIAMENTOS A EXPORTACAO, ACIMA DE 360 DIAS|01061988|01121991|A|46310008|6||S
46310431|IMPORTACAO, ATE 360 DIAS - CCR|01011992|01101992|A|46310008|6||S
46310503|IMPORT-CTAS DE CRED UTILIZADAS, ATE 360 DIAS|01061988|01121991|A|46310008|6||S
46310534|IMPORTACAO, ACIMA DE 360 DIAS|01011992|01101992|A|46310008|6||S
46310558|IMPORTACAO-CARTAS CRED UTILIZ, ATE 360DIAS-CCR|01011989|01121991|A|46310008|6||S
46310606|IMPORT-CTAS DE CRED UTILIZADAS, ACIMA DE 360 DIAS|01061988|01121991|A|46310008|6||S
46310637|IMPORTACAO, ACIMA DE 360 DIAS - CCR|01011992|01101992|A|46310008|6||S
46310651|IMPORT-CARTAS/CRED UTILIZ, ACIMA DE 360 DIAS-CCR|01011989|01121991|A|46310008|6||S
46310709|IMPORT-LINHAS DE CRED UTILIZADAS, ATE 360 DIAS|01061988|01121991|A|46310008|6||S
46310754|IMPORT-LINHAS DE CRED UTILIZADAS, ATE 360 DIAS-CCR|01011989|01121991|A|46310008|6||S
46310802|IMPORT-LINHAS DE CRED UTILIZ, ACIMA DE 360 DIAS|01061988|01121991|A|46310008|6||S
46310857|IMPORT-LINHAS/CRED UTIL, ACIMA DE 360 DIAS-CCR|01011989|01121991|A|46310008|6||S
46310905|OUTRAS LINHAS DE CREDITO UTILIZADAS|01061988|01121991|A|46310008|6||S
46310936|OUTRAS OBRIGACOES|01011992|01101992|A|46310008|6||S
46320108|EXPORTACAO|01081993|01012000|A|46320005|6||S
46320201|IMPORTACAO|01081993|01012000|A|46320005|6||S
46320902|OUTRAS|01081993|01012000|A|46320005|6||S
46350109|DE INSTITUICOES LIGADAS NO EXTERIOR|01061988||A|46350006|6|02|S
46350202|DE OUTRAS INSTITUICOES NO EXTERIOR|01061988||A|46350006|6|02|S
46410001|OBRIGACOES POR REPASSES - TESOURO NACIONAL|01061988|01111991|S|46400004|5||S
46420008|OBRIGACOES POR REPASSES - BANCO DO BRASIL|01061988|01111991|A|46400004|5||S
46430005|OBRIGACOES POR REPASSES - BNDES|01061988|01121989|A|46400004|5||S
46440002|OBRIGACOES POR REPASSES - CEF|01061988|01111991|A|46400004|5||S
46450009|OBRIGACOES POR REPASSES - FINAME|01061988|01111991|A|46400004|5||S
46460006|OBRIGACOES POR REPASSES - FINEP|01061988|01041991|A|46400004|5||S
46490007|OBRIGACOES P/REPASSES-OUTRAS INSTITUICOES OFICIAIS|01061988|01111991|A|46400004|5||S
46495002|(-) DESP APROP DE REPASSES DO PAIS - INSTIT OFIC|01061988|01111991|A|46400004|5||S
46410104|CREDITO RURAL|01061988|01111991|A|46410001|6||S
46410991|OUTROS FUNDOS E PROGRAMAS|01061988|01111991|A|46410001|6||S
46610007|OBRIGACOES POR REPASSES DO EXTERIOR|01061988|01111991|S|46600000|5||S
46695008|(-) DESPESAS A APROPRIAR DE REPASSES DO EXTERIOR|01061988|01111991|A|46600000|5||S
46610100|VINCULADOS A REPASSES A MUTUARIOS|01061988|01111991|A|46610007|6||S
46610203|VINCULADOS A TITULOS FEDERAIS|01061988|01111991|A|46610007|6||S
46610306|VINCULADOS A DEPOSITOS NO BANCO CENTRAL|01061988|01111991|A|46610007|6||S
46610409|VINCULADOS A OPERACOES DE ARRENDAMENTO MERCANTIL|01061988|01121988|A|46610007|6||S
46610502|VINCULADOS A REPASSES INTERFINANCEIROS|01061988|01111991|A|46610007|6||S
46610997|OUTRAS|01061988|01111991|A|46610007|6||S
47100004|INSTRUMENTOS FINANCEIROS DERIVATIVOS|01042002||S|47000001|4|02|S
47110001|OPERACOES DE SWAP|01042002||S|47100004|5|02|S
47130005|OBRIGACOES POR COMPRA A TERMO A PAGAR|01042002||S|47100004|5|02|S
47140002|OBRIGACOES POR VENDA A TERMO A ENTREGAR|01042002||S|47100004|5|02|S
47150009|MERCADOS FUTUROS - AJUSTES DIARIOS - PASSIVO|01042002||A|47100004|5|02|S
47160006|PREMIOS DE OPCOES LANCADAS - ACOES|01042002||S|47100004|5|02|S
47170003|PREMIOS DE OPCOES LANC. - ATIVOS FINAN.E MERC.|01042002||S|47100004|5|02|S
47173000|OPÇÕES COM AJUSTE DIÁRIO - PASSIVO|01062008||S|47100004|5|02|S
47180000|DERIVATIVOS DE CREDITO - PASSIVO|01012003||S|47100004|5|02|S
47185005|OUTROS INSTR. FINANCEIROS DERIVATIVOS - PASSIVO|01122002||S|47100004|5|02|S
47110104|DIFERENCIAL A PAGAR|01042002||A|47110001|6|02|S
47110135|Dif. a Pagar - Hedge de Tit. Mantido ate o Venc.|01042002|01052002|A|47110001|6||S
47130108|OPERACOES COM ACOES|01042002||A|47130005|6|02|S
47130139|Oper.com Acoes - Hedge de Tit.Mantido ate o Venc.|01042002|01052002|A|47130005|6||S
47130407|OPERACOES COM ATIVOS FINANCEIROS E MERCADORIAS|01042002||A|47130005|6|02|S
47130438|Oper.c/Ativos Fin.e Merc.-Hedge Tit.Mant.ate Venc.|01042002|01052002|A|47130005|6||S
47140105|OPERACOES COM ACOES|01042002||A|47140002|6|02|S
47140136|Oper.com Acoes-Hedge Tit.Mantido ate o Venc.|01042002|01052002|A|47140002|6||S
47140404|OPERACOES COM ATIVOS FINANCEIROS E MERCADORIAS|01042002||A|47140002|6|02|S
47140435|Oper.c/Ativos Fin.e Merc.-Hedge Tit.Mant.ate Venc.|01042002|01052002|A|47140002|6||S
47160109|VENDAS DE OPCOES DE COMPRA - POSICAO LANCADORA|01042002||A|47160006|6|02|S
47160130|Vendas Op.Comp.-Pos.Lanc.-Hedge Tit.Mant.ate Venc.|01042002|01052002|A|47160006|6||S
47160202|VENDAS DE OPCOES DE VENDA - POSICAO LANCADORA|01042002||A|47160006|6|02|S
47160233|Vendas Op.Venda-Pos.Lanc.-Hedge Tit.Mant.ate Venc.|01042002|01052002|A|47160006|6||S
47170106|VENDAS DE OPCOES DE COMPRA - POSICAO LANCADORA|01042002||A|47170003|6|02|S
47170137|Vendas Op.Comp.-Pos.Lanc.-Hedge Tit.Mant.ate Venc.|01042002|01052002|A|47170003|6||S
47170209|VENDAS DE OPCOES DE VENDA - POSICAO LANCADORA|01042002||A|47170003|6|02|S
47170230|Vendas Op.V.-Pos.Lanç.-Hedge Titulo Mant.ate Venc.|01042002|01052002|A|47170003|6||S
47173103|OPÇÃO DE COMPRA - TAXA DE CÂMBIO|01062008||A|47173000|6|02|S
47173158|OPÇÃO DE VENDA - TAXA DE CÂMBIO|01062008||A|47173000|6|02|S
47173907|OPÇÃO DE COMPRA - OUTROS|01062008||A|47173000|6|02|S
47173952|OPÇÃO DE VENDA - OUTROS|01062008||A|47173000|6|02|S
47180103|SWAP DE CREDITO|01012003||A|47180000|6|02|S
47180134|SWAP CRED.-HEDGE TIT. MANT. ATE O VENCIMENTO|01012003||A|47180000|6|02|S
47180309|SWAP DE TAXA DE RETORNO TOTAL|01012003||A|47180000|6|02|S
47180330|SWAP TX RETORNO TOTAL-HEDGE TIT. MANT. ATE VENC.|01012003||A|47180000|6|02|S
47185108|OUTROS - HEDGE DE TÍTULO MANTIDO ATÉ O VENCIMENTO|01122002||A|47185005|6|02|S
47185139|OUTROS|01122002||A|47185005|6|02|S
49100002|COBRANCA E ARRECADACAO DE TRIBUTOS E ASSEMELHADOS|01061988|01051990|S|49000009|4||S
49200005|CARTEIRA DE CAMBIO|01061988|01101989|S|49000009|4||S
49300008|SOCIAIS E ESTATUTARIAS|01061988|01071991|S|49000009|4||S
49400001|FISCAIS E PREVIDENCIARIAS|01061988|01071991|S|49000009|4||S
49500004|NEGOCIACAO E INTERMEDIACAO DE VALORES|01061988|01101988|S|49000009|4||S
49600007|RECURSOS PARA DESTINACAO ESPECIFICA|01061988|01121989|S|49000009|4||S
49700000|OPERACOES ESPECIAIS|01061988|01021990|S|49000009|4||S
49800003|OBRIGACOES DIVERSAS|01061988|01051993|S|49000009|4||S
49900006|DIVERSAS|01061988|01071991|S|49000009|4||S
49110009|IOF A RECOLHER|01061988|01061990|S|49100002|5||S
49120006|PROAGRO A RECOLHER|01061988|01111991|S|49100002|5||S
49125001|RECURSOS DO PROAGRO|01081991|01011997|S|49100002|5||S
49130003|RECEBIMENTOS DE CONTRIBUICAO SINDICAL|01061988||A|49100002|5|02|S
49135008|RECEBIMENTOS DE CONTRIBUICOES PREVIDENCIARIAS|01061988||S|49100002|5|02|S
49140000|RECEBIMENTOS DE TRIBUTOS ESTADUAIS E MUNICIPAIS|01061988|01101989|S|49100002|5||S
49150007|RECEBIMENTOS DE TRIBUTOS FEDERAIS|01061988||A|49100002|5|02|S
49160004|RECEBIMENTOS DO FGTS|01061988||S|49100002|5|02|S
49180008|RECEBIMENTOS DO FUNDO DE PARTICIPACAO PIS/PASEP|01061988|01121991|A|49100002|5||S
49190005|RECEBIMENTOS DO IMPOSTO DE EXPORTACAO|01061988|01121991|S|49100002|5||S
49110102|OPERACOES DE CREDITO|01061988|01121988|A|49110009|6||S
49110205|OPERACOES DE CAMBIO|01061988|01121989|A|49110009|6||S
49110308|OPERACOES DE SEGURO|01061988|01121988|A|49110009|6||S
49110401|OPERA$OES COM TITULOS E VALORES MOBILIARIOS|01061988|01121988|A|49110009|6||S
49110999|OUTROS RECEBIMENTOS|01061988|01051990|A|49110009|6||S
49120109|ADICIONAL|01061988|01111991|A|49120006|6||S
49120202|MULTAS|01061988|01111991|A|49120006|6||S
49125104|ADICIONAL|01081991|01011997|A|49125001|6||S
49125207|MULTAS|01081991|01011997|A|49125001|6||S
49135101|FEDERAIS|01061988||A|49135008|6|02|S
49135204|ESTADUAIS E MUNICIPAIS|01061988||A|49135008|6|02|S
49140103|ESTADUAIS|01111989||A|49140000|6|02|S
49140206|MUNICIPAIS|01111989||A|49140000|6|02|S
49160107|RECOLHIMENTOS|01061988||A|49160004|6|02|S
49160200|(-) TRANSFERENCIAS|01061988||A|49160004|6|02|S
49160303|EVENTUAIS|01061988||A|49160004|6|02|S
49160406|DIVIDA ATIVA - FGTS|01061988||A|49160004|6|02|S
49160509|ARRECADACAO A REPASSAR|01061988||A|49160004|6|02|S
49190108|IMPOSTO DE EXPORTACAO A RECOLHER|01061988|01121991|A|49190005|6||S
49190201|MULTAS|01061988|01121991|A|49190005|6||S
49190304|JUROS|01061988|01121991|A|49190005|6||S
49190407|CORRECAO MONETARIA|01061988|01121991|A|49190005|6||S
49205000|CAMBIO VENDIDO A LIQUIDAR|01011992|01101992|S|49200005|5||S
49206009|(-) ADIANTAMENTOS EM MOEDAS ESTRANG. CONCEDIDOS|01011991|01121991|S|49200005|5||S
49207008|(-) IMPORTACAO FINANCIADA - CAMBIO CONTRATADO|01011992|01101992|S|49200005|5||S
49210002|OBRIGACOES POR ADIANTAMENTOS RECEBIDOS - CAMBIO|01081989|01101989|S|49200005|5||S
49213009|CAMBIO VENDIDO A LIQUIDAR - TAXAS FLUTUANTES|01011992|01101992|S|49200005|5||S
49214008|(-) ADIANTAMENTOS MOED ESTR CONC TXS FLUTUANTES|01011992|01101992|S|49200005|5||S
49215007|OBRIGACOES POR ADIANTAM EM MOEDAS ESTRANGEIRAS|01081989|01101989|A|49200005|5||S
49217005|(-) IMPORTACAO FINANC-CAMBIO CONTR.TXS.FLUTUANTES|01081993|01012000|S|49200005|5||S
49220009|OBRIGACOES-LINHAS DE CREDITO ESPECIAIS, NO PAIS|01011989|01121989|S|49200005|5||S
49224005|OBRIGACOES P/OPERACOES INTERB-TAXAS FLUTUANTES|01031990|01011992|A|49200005|5||S
49225004|ANTECIPACOES CONC S/OPER INTERBAN-TAXAS FLUTUANTES|01031990|01011992|A|49200005|5||S
49227002|COMPROMISSOS EM MOEDAS ESTRANGEIRAS-TX FLUTUANTES|01031990|01121991|S|49200005|5||S
49230006|CONTAS GRAFICAS EM MOEDAS ESTRANGEIRAS|01061988|01101989|S|49200005|5||S
49235001|OBRIGACOES POR COMPRAS DE CAMBIO|01011992|01101992|S|49200005|5||S
49236000|(-) ADIANTAMENTOS SOBRE CONTRATOS DE CAMBIO|01011992|01101992|S|49200005|5||S
49240003|OBRIGACOES POR VENDAS REALIZADAS|01061988|01071989|S|49200005|5||S
49244009|OBRIGACOES POR COMPRAS DE CAMBIO-TAXAS FLUTUANTES|01011992|01071993|S|49200005|5||S
49246007|(-) ADIANTAMENTOS EM MOEDA NACIONAL CONCEDIDOS-TF|01011992|01041992|A|49200005|5||S
49248005|(-) ADIANTAMENTOS S/CONTR.CAMBIO-TAXAS FLUTUANTES|01051992|01012000|S|49200005|5||S
49250000|CONTAS EM MOEDAS ESTRANGEIRAS, NO PAIS|01121988|01121989|S|49200005|5||S
49260007|CONTAS EM MOEDAS ESTRANG, NO PAIS-TAXAS FLUTUANTES|01011989|01121989|S|49200005|5||S
49270004|PROVISAO PARA PAGAMENTOS A EFETUAR - CAMBIO|01061988|01121989|S|49200005|5||S
49275009|ENCARGOS A PAGAR SOBRE ADIANTAMENTOS RECEBIDOS|01011992|01101992|A|49200005|5||S
49277007|VALORES EM MOEDAS ESTRANGEIRAS A PAGAR|01011992|01101992|S|49200005|5||S
49280001|VARIACAO DE TAXAS - CAMBIO FUTURO|01061988|01121988|S|49200005|5||S
49285006|RENDAS A APROPRIAR DE ADIANTAMENTOS CONCEDIDOS|01011992|01101992|A|49200005|5||S
49290008|CREDORES DIVERSOS - EXTERIOR - CAMBIO|01061988|01121989|A|49200005|5||S
49205103|IMPORTACAO|01011992|01101992|A|49205000|6||S
49205206|FINANCEIRO|01011992|01101992|A|49205000|6||S
49205220|FIN.-OP. EM CÂMARAS DE LIQUIDAÇÃO ECOMPENSAÇÃO|01082002||A|49205000|6|02|S
49205251|OURO|01032005||A|49205000|6|02|S
49205309|INTERBANCARIO PARA LIQUIDACAO PRONTA|01071999|01022005|A|49205000|6||S
49205402|INTERBANCARIO PARA LIQUIDACAO FUTURA|01071999|01022005|A|49205000|6||S
49205505|INTERBANCARIO A TERMO|01071999||A|49205000|6|02|S
49205608|INTERDEPARTAMENTAL E ARBITRAGEM|01071999|01022005|A|49205000|6||S
49206250|(-) OURO|01032005||A|49206009|6|02|S
49206906|(-) OUTROS|01032005||A|49206009|6|02|S
49207101|(-) CARTAS DE CERDITO A PRAZO UTILIZADAS|01011992|01101992|A|49207008|6||S
49207204|(-) NAO AMPARADAS EM CARTAS DE CREDITO|01011992|01101992|A|49207008|6||S
49207307|(-) CARTAS DE CREDITO A PRAZO UTILIZADAS - CCR|01121995||A|49207008|6|02|S
49207400|(-) NAO AMPARADA EM CARTAS DE CREDITO - CCR|01121995||A|49207008|6|02|S
49210105|DE CLIENTES|01081989|01121991|A|49210002|6||S
49210208|DE BANCOS|01081989|01121991|A|49210002|6||S
49210301|DO BANCO CENTRAL|01081989|01121991|A|49210002|6||S
49213102|OPERACOES INTERBANCARIAS|01011992|01051992|A|49213009|6||S
49213205|OURO|01011992|01101992|A|49213009|6||S
49213504|FINANCEIRO|01051992|01012000|A|49213009|6||S
49213528|FIN. - OPERAÇÕES EM CÂMARAS DE LIQ. ECOMPENSAÇÃO|01082002|01022005|A|49213009|6||S
49213607|INTERBANCARIO PARA LIQUIDACAO PRONTA|01071999|01012000|A|49213009|6||S
49213700|INTERBANCARIO PARA LIQUIDACAO FUTURA|01071999|01012000|A|49213009|6||S
49213803|INTERDEPARTAMENTAL E ARBITRAGEM|01071999|01012000|A|49213009|6||S
49213906|OUTROS|01011992|01051992|A|49213009|6||S
49214400|(-) OURO|01081993|01012000|A|49214008|6||S
49214905|(-) OUTROS|01081993|01012000|A|49214008|6||S
49217108|(-) CARTAS DE CREDITO A PRAZO UTILIZADAS|01081993|01012000|A|49217005|6||S
49217201|(-) NAO AMPARADAS EM CARTAS DE CREDITO|01081993|01012000|A|49217005|6||S
49220102|FINANCIAMENTO A EXPORTACAO-CIRCULAR NR. 1.163|01011989|01121991|A|49220009|6||S
49220205|PROEXPORT - COMUNICADO DECAM NR. 616|01011989|01121991|A|49220009|6||S
49220308|DESCONTOS DE CAMBIAIS - CCR|01011989|01121991|A|49220009|6||S
49227105|EM OPERACOES DE ARBITRAGEM DE OURO|01031990|01121991|A|49227002|6||S
49227208|EM OPERACOES INTERBANCARIA|01031990|01121991|A|49227002|6||S
49230109|COMISSOES DE AGENTES SOBRE EXPORTACAO|01061988|01121991|A|49230006|6||S
49230202|COMISSOES DE AGENTES SOBRE IMPORTACAO|01061988|01121991|A|49230006|6||S
49230305|FRETES E PREMIOS DE SEGUROS SOBRE EXPORTACAO|01061988|01121991|A|49230006|6||S
49230408|OPERACOES SIMBOLICAS|01061988|01121991|A|49230006|6||S
49230501|ORDENS DO EXTERIORA CUMPRIR|01061988|01121991|A|49230006|6||S
49230604|ORDENS NAO CUMPRIDAS NO EXTERIOR, A CANCELAR|01061988|01121991|A|49230006|6||S
49230707|DIVERSOS - OPERACOES SOB A RESOLUCAO N. 1.564|01071989|01121991|A|49230006|6||S
49230996|OUTRAS|01061988|01121991|A|49230006|6||S
49235104|EXPORTACAO|01081993|01022005|A|49235001|6||S
49235207|FINANCEIRO|01081993|01051998|A|49235001|6||S
49235221|FIN.- OPERAÇÕES EM CÂMARAS DE LIQ. ECOMPENSAÇÃO|01082002||A|49235001|6|02|S
49235252|OURO|01032005||A|49235001|6|02|S
49235300|INTERBANCARIO PARA LIQUIDACAO PRONTA|01071999|01022005|A|49235001|6||S
49235403|INTERBANCARIO PARA LIQUIDACAO FUTURA|01071999|01022005|A|49235001|6||S
49235506|INTERBANCARIO A TERMO|01071999||A|49235001|6|02|S
49235609|INTERDEPARTAMENTAL E ARBITRAGEM|01071999|01022005|A|49235001|6||S
49236103|(-) EXPORTACAO - LETRAS A ENTREGAR|01011992|01101992|A|49236000|6||S
49236206|(-) EXPORTACAO - LETRAS EMTREGUES|01011992|01101992|A|49236000|6||S
49236251|(-)OURO|01032005||A|49236000|6|02|S
49236309|(-) A INSTITUICOES FINANCEIRAS|01011992|01101992|A|49236000|6||S
49236402|(-) OPERACOES DE CAMBIO FIN. DE LIQ. FUTURA|01071999|01022005|A|49236000|6||S
49236804|(-) EXPORTACAO - LETRAS A ENTREGAR - VENCIDOS|01061997|01032009|A|49236000|6||S
49236907|(-) EXPORTACAO - LETRAS ENTREGUES - VENCIDOS|01061997|01032009|A|49236000|6||S
49236990|(-)OUTROS|01032005||A|49236000|6|02|S
49240106|"""DE """"TRAVELLER'S CHECKS"""""""|01061988|01071989|A|49240003|6||S
49240209|DE OUTROS VALORES|01061988|01071989|A|49240003|6||S
49240302|DEPOSITOS - IMPORTACAO|01061988|01071989|A|49240003|6||S
49240405|DEPOSITOS - OPERACOES PRONTAS|01061988|01071989|A|49240003|6||S
49240900|OUTRAS|01061988|01071989|A|49240003|6||S
49244102|EXPORTACAO|01081993|01012000|A|49244009|6||S
49244205|FINANCEIRO|01081993|01012000|A|49244009|6||S
49244229|FIN.- OPERAÇÕES EM CÂMARAS DE LIQ. ECOMPENSAÇÃO|01082002|01022005|A|49244009|6||S
49244308|OURO|01081993|01012000|A|49244009|6||S
49244401|INTERBANCARIO PARA LIQUIDACAO PRONTA|01071999|01012000|A|49244009|6||S
49244504|INTERBANCARIO PARA LIQUIDACAO FUTURA|01071999|01012000|A|49244009|6||S
49244607|INTERDEPARTAMENTAL E ARBITRAGEM|01071999|01012000|A|49244009|6||S
49248108|(-) EXPORTACAO - LETRAS A ENTREGAR|01051992|01012000|A|49248005|6||S
49248201|(-) EXPORTACAO - LETRAS ENTREGUES|01051992|01012000|A|49248005|6||S
49248304|(-) A INSTITUICOES FINANCEIRAS|01051992|01012000|A|49248005|6||S
49248407|(-) OURO|01081993|01012000|A|49248005|6||S
49248500|(-) OPERACOES DE CAMBIO FIN. DE LIQ. FUTURA|01071999|01012000|A|49248005|6||S
49248902|(-) OUTROS|01081993|01012000|A|49248005|6||S
49250103|DE EMBAIXADAS, LEGACOES ESTR E ORGAN INTERNACION|01121988|01121991|A|49250000|6||S
49250206|DE EMPRESAS ESTRANGEIRAS DE TRANSP INTERNACIONAL|01121988|01121991|A|49250000|6||S
49250309|DE EMPRESAS LOCALIZADAS EM ZONAS DE PROC P/EXPORT|01121988|01121991|A|49250000|6||S
49250402|DE DEPOSITOS A PRAZO|01061989|01111989|A|49250000|6||S
49250505|DE DEPOSITOS DE AVISO PREVIO|01061989|01111989|A|49250000|6||S
49250907|OUTRAS|01121988|01121991|A|49250000|6||S
49260100|DE INSTITUICOES NAO BANCARIAS - CONTA MOVIMENTO|01011989|01121991|A|49260007|6||S
49260203|DE AGENCIAS DE TURISMO - PACOTES TURISTICOS|01011989|01121991|A|49260007|6||S
49260306|DE OUTRAS PESSOAS JURIDICAS|01011989|01121991|A|49260007|6||S
49260409|DE PESSOAS FISICAS|01011989|01121991|A|49260007|6||S
49260502|DE DEPOSITOS A PRAZO|01061989|01121991|A|49260007|6||S
49260605|DE DEPOSITOS DE AVISO PREVIO|01061989|01121991|A|49260007|6||S
49270107|DESPESAS DE OBRIGACOES COM BANQUEIROS NO EXTERIOR|01061988|01121991|A|49270004|6||S
49270200|PREMIOS SOBRE OPERACOES INTERBANCARIAS|01061988|01121991|A|49270004|6||S
49270303|PREMIOS SOBRE CAMBIOS DE EXPORTACAO|01061988|01121991|A|49270004|6||S
49270406|DESAGIOS SOBRE ADIANTAMENTOS INTERBANCARIOS|01061988|01121991|A|49270004|6||S
49270509|DESP DE OBRIG-LINHAS DE CREDITO ESPACIAIS,NO PAIS|01011989|01121991|A|49270004|6||S
49270901|OUTRAS|01061988|01121991|A|49270004|6||S
49277100|COMISSOES DE AGENTES SOBRE EXPROTACAO|01011992|01101992|A|49277007|6||S
49277203|COMISSOES DE AGENTES SOBRE IMPORTACAO|01011992|01101992|A|49277007|6||S
49277306|FRETES E PREMIOS DE SEGUROS SOBRE EXPORTACAO|01011992|01101992|A|49277007|6||S
49277409|FRETES E PREMIOS DE SEGURO DE IMPORTACAO|01081993||A|49277007|6|02|S
49277904|OUTROS|01011992|01101992|A|49277007|6||S
49280104|EXPORTACAO - LETRAS A ENTREGAR|01011989|01121991|A|49280001|6||S
49280159|EXPORTACAO - LETRAS ENTREGUES|01011989|01121991|A|49280001|6||S
49280207|FINANCEIRO - COMPRAS|01011989|01121991|A|49280001|6||S
49280300|INTERBANCARIO VINCULADO A EXPORTACAO - COMPRAS|01011989|01121991|A|49280001|6||S
49280403|COBERTURAS|01011989|01121991|A|49280001|6||S
49280506|ARBITRAGENS - COMPRAS|01011989|01121991|A|49280001|6||S
49280551|REVERS REAJ-EMPRESAS CONC OU EM REGIME FALIMENTAR|01011989|01121991|A|49280001|6||S
49280609|IMPORTACAO|01011989|01121991|A|49280001|6||S
49280702|FINANCEIRO - VENDAS|01011989|01121991|A|49280001|6||S
49280757|INTERBANCARIO VINCULADO A EXPORTACAO - VENDAS|01011989|01121991|A|49280001|6||S
49280805|REPASSES|01011989|01121991|A|49280001|6||S
49280908|ARBITRAGENS - VENDAS|01011989|01121991|A|49280001|6||S
49310005|DIVIDENDOS E BONIFICACOES A PAGAR|01061988|01071991|A|49300008|5||S
49315000|PROVISAO PARA PARTICIPACOES NOS LUCROS|01061988|01061991|A|49300008|5||S
49320002|FUNDO DE ASSISTÊNCIA TECNICA, EDUCACIONAL E SOCIAL|01061988|01012007|S|49300008|5||S
49330009|GRATIFICACOES E PARTICIPACOES A PAGAR|01061988|01071991|A|49300008|5||S
49340006|IMPOSTOS E PARTICIP DEVIDOS A MATRIZ NO EXTERIOR|01111989||A|49300008|5|02|S
49350003|RECURSOS PARA INTEGRALIZACAO DE CAPITAL|01061988|01071991|A|49300008|5||S
49355008|DEPOSITO P/GARANTIA DE PATRIMONIO LIQUIDO EXIGIDO|01071995|01061996|A|49300008|5||S
49370007|SOBRAS LIQUIDAS A DISTRIBUIR|01061988||A|49300008|5|02|S
49380004|COTAS DE CAPITAL A PAGAR|01111989|01071991|A|49300008|5||S
49320105|RESULTADO DE ATOS COM ASSOCIADOS|01022007||A|49320002|5|02|S
49320208|RESULTADO DE ATOS COM NÃO ASSOCIADOS|01022007||A|49320002|5|02|S
49410008|IMPOSTOS E CONTRIBUICOES SOBRE LUCROS A PAGAR|01061988|01061991|A|49400001|5||S
49415003|PROVISAO P/IMPOSTOS E CONTRIBUICOES SOBRE LUCROS|01071991|01111991|A|49400001|5||S
49420005|IMPOSTOS E CONTRIBUICOES A RECOLHER|01061988|01071991|S|49400001|5||S
49430002|PROVISAO PARA IMPOSTOS E CONTRIBUICOES DIFERIDOS|01061988|01071991|S|49400001|5||S
49450006|PROVISAO PARA RISCOS FISCAIS|01061988|01071991|S|49400001|5||S
49420108|IMPOSTOS E CONTRIBUICOES S/SERVICOS DE TERCEIROS|01021994|01061996|A|49420005|6||S
